Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Custom field (Source),Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,3 - Medium,PLAT-19278,22390430,charts:LineBarArea:Y-axis is not visible for chart types,,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.13,22/Mar/2016 09:14 AM,Specification/Design Issue
Defect,3 - Medium,PLAT-19277,22390403,charts:LineBarArea:-x-axis and y-axis labels overlaps each other:,Pnolan,Norkom QA,RJohn,Verified,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,21/Mar/2016 09:50 PM,Fixed
Defect,3 - Medium,PLAT-19276,22390383,"charts LineBarArea :Cannot display the section charts LineBarArea , when configured with chart section type ",,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,21/Mar/2016 03:39 PM,Fixed
Defect,3 - Medium,PLAT-19275,22390363,Charts:LineBarArea -chart title and subtitle :When long names are given without space or with special characters the title/subtitle text is not displayed as expected ,,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,21/Mar/2016 02:19 PM,Fixed
Defect,2 - High,PLAT-19270,22390335,CLONE - [HSUCM-56] Clicking the application back-button doesn't always release the lock on a case correctly.,,Norkom QA,JGutierrezRuiz,Closed,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.1.0.6,21/Mar/2016 11:21 AM,Not an issue
Defect,3 - Medium,PLAT-19269,22390179,USER_SESSIONS.LOGOUT_DATE is left null after cleanly logging out of the application,,Norkom Services,JGedge,Closed,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.1.1.8,18/Mar/2016 04:28 PM,Duplicate
Defect,Uncategorised,PLAT-19268,22390150,CLONE - Error when sorting the 'Update Expression Operators' column,Pnolan,Norkom QA,djones4,New,,,,,,,,,,,,,,,,,,,,,,,6.6.2,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,6.6.2.19,18/Mar/2016 02:14 PM,
Defect,3 - Medium,PLAT-19267,22390145,Alert Details Screen Layout issue (IE11),DTurowski,Norkom QA,DTurowski,Progress Stopped,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,18/Mar/2016 01:30 PM,
Defect,3 - Medium,PLAT-19266,22390116,Charts:LineBarArea:spline Area & Area (Basic) :% chartwidth and height parameter setings ->,,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,18/Mar/2016 10:26 AM,Fixed
Defect,3 - Medium,PLAT-19265,22390108,Displaying SAME Key Match Information for 2 different alerts,,Norkom QA,ckivlehan,Closed,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,, 6.7.2.12 ,18/Mar/2016 09:17 AM,Duplicate
Defect,3 - Medium,PLAT-19264,22390007,Q&R import must skip non-existent users defined as queue subscribers,JPerek,Norkom Apps Engineering,JPerek,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,6.5.1,6.6.1,6.7.0,7.0.,7.1.,7.2.,,,,,,,,,,,,,,,,,Administration,,,,,7.2.0.10,17/Mar/2016 10:13 AM,Fixed
Defect,2 - High,PLAT-19263,22390005,Export of logical-expressions when a domain is picked should filter these by entities associated via queue or rule definition with a given domain,JPerek,Norkom Apps Engineering,JPerek,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2.1.1,17/Mar/2016 09:55 AM,Fixed
Defect,4 - Low,PLAT-19262,22389989,CLONE - ALM 911 - Pre BVT : SIT5 - Issue 5 - : Displaying SAME Key Match Information for 2 different alerts,AManayangath,Norkom Services,ckivlehan,Assigned,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.2.12,17/Mar/2016 06:32 AM,
Defect,3 - Medium,PLAT-19261,22389974,NumberFormatException while training LoOP Outler model,ssorenson,Norkom Engineering,ssorenson,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.12,16/Mar/2016 07:57 PM,Fixed
Defect,3 - Medium,PLAT-19260,22389970,"If there is an issue with defining the domainName in Input Parameters in the sequence, then the code will throw a misleading error Invalid value specified for input parameter router.dhc.domaincode.  But this parameter is obsolete in APPS 4.2",GYennu,Norkom QA,GYennu,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.6,16/Mar/2016 06:45 PM,Fixed
Defect,2 - High,PLAT-19259,22389969,"When we set domain name for DHC parameter router.dhc.domains.datasources, the proper value is not produced and it throws exceptions",LDolata,Norkom QA,GYennu,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.6,16/Mar/2016 06:42 PM,
Defect,3 - Medium,PLAT-19258,22389956,CLONE - Alignment of 'Date' on X-Axis is off-centre in C&C Chart View,rjanicki,Norkom QA,NHobson,Assigned,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.2.0.11,16/Mar/2016 04:27 PM,
Defect,3 - Medium,PLAT-19257,22389947,TreeView Section does not work,rjanicki,Norkom QA,rjanicki,Resolved,7.3,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.0.0-a2,16/Mar/2016 03:32 PM,Fixed
Defect,3 - Medium,PLAT-19256,22389945,charts:LineBarArea--The tooltip displaying an additional value on hoverover ,,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,16/Mar/2016 03:20 PM,Fixed
Defect,2 - High,PLAT-19254,22389941,Json/Rest data action certificate retrieval does not work correctly over SSL,sbarnes,HSBC,sbarnes,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.11,16/Mar/2016 03:06 PM,Fixed
Defect,2 - High,PLAT-19253,22389937,"Charts-LineBarArea-Not possible to plot date,datetime on any of the axis -with date/time categoy ",,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,16/Mar/2016 02:51 PM,Fixed
Defect,3 - Medium,PLAT-19251,22389875,charts LineBarArea:Ajax Request/Tab sections: SCRIPT5022: Script error for: jscripts/libs/charts/highcharts.js,,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,16/Mar/2016 09:19 AM,Fixed
Defect,2 - High,PLAT-19250,22389871,Unable to build Visualizer module using Generic Build Scripts,JPerek,Norkom Apps Engineering,JPerek,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Build Process,,,,,7.2.0.10,16/Mar/2016 08:41 AM,Won't Fix
Defect,3 - Medium,PLAT-19249,22389818,Charts LineBarArea : Line Chart :Object doesn't support property or method 'toPrecision' exception in console ,,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12 ,15/Mar/2016 03:55 PM,Fixed
Defect,3 - Medium,PLAT-19248,22389815,Error message displayed -(  CBP-10200 org.springframework.jdbc.BadSqlGrammarException:) while selecting few batch groups.,PSimharaju,Norkom QA,PSimharaju,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.9,15/Mar/2016 03:43 PM,Fixed
Defect,3 - Medium,PLAT-19247,22389814,EIM only application version log includes Visualizer version details,ASharma,Norkom Architecture,ASharma,Rejected,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2.0.10,15/Mar/2016 03:40 PM,Duplicate
Defect,3 - Medium,PLAT-19246,22389783,charts LineAreaBar Section: Reference to Highcharts hyperlink should be removed from the section ,,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,15/Mar/2016 12:08 PM,Fixed
Defect,3 - Medium,PLAT-19245,22389756,CLONE - WLM error if entity_name is over 2048 characters,,Norkom Services,CMurphy,Closed,7.1.1,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.6,15/Mar/2016 10:07 AM,Not an issue
Defect,3 - Medium,PLAT-19244,22389696,CLONE - Loading standard base configuration using import export getting Null Pointer Exception,,Norkom QA,NPota,Closed,7.1.1,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.1.1.4,14/Mar/2016 07:03 PM,Fixed
Defect,3 - Medium,PLAT-19243,22389694,CLONE - Received error during auto import when the name of the domain was changed,Pnolan,Norkom QA,NPota,Assigned,7.1.1,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.1.1.4,14/Mar/2016 06:31 PM,
Defect,4 - Low,PLAT-19241,22389684,WLM ui guide missging from norkom.war/help folder.,,Norkom QA,vsachin,Closed,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.2.0.10,14/Mar/2016 04:19 PM,User Error
Defect,3 - Medium,PLAT-19239,22389676,Low Integration Test Results,Pnolan,Norkom Engineering,swalsh,New,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.0.0-a2,14/Mar/2016 03:11 PM,
Defect,4 - Low,PLAT-19237,22389668,"Application builder>Application properties,edit screen,edit sections:Field Layout issue on IE11",,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,14/Mar/2016 01:53 PM,Environmental Issue
Defect,3 - Medium,PLAT-19234,22389602,CLONE - WLM_Alert_Link To Current Case - Mass Action - No action 'Link To Current Case' available in the action dropdown options,Pnolan,Norkom QA,azrimangsor,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,6.7.0.16,11/Mar/2016 10:13 PM,
Defect,2 - High,PLAT-19233,22389566,CLONE - [RHB-178] byte file offset is returned as int resulting in exception when offset is > Integer.MAX_VALUE,AManayangath,Norkom Support,ADuggan,Under Analysis,,,,,,,,,,,,,,,,,,,,,,,6.1.2,7.2.,7.2.1,7.3,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.1.2.96,11/Mar/2016 04:19 PM,
Defect,3 - Medium,PLAT-19232,22389533,Tokenised Dropdown results 0 when empty value is selected,,Norkom Apps Engineering,ATomaszewska,Closed,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.3,11/Mar/2016 10:51 AM,Not an issue
Defect,2 - High,PLAT-19227,22389310,[FTB-144] Multi page E-files are only picking up one page of approved disclosures,,Fifth Third,ddechent,Closed,,,,,,,,,,,,,,,,,,,,,,,6.7.0,6.7.2,,,,,,,,,,,,,,,,,,,,,Disclosures,,,,,6.7.2.3,09/Mar/2016 03:39 PM,Project Config Issue
Defect,3 - Medium,PLAT-19226,22389276,Keylines Section:horizontalCollapsible/minimised section parameters :section is not displayed correctly,,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.10,09/Mar/2016 11:47 AM,Fixed
Defect,3 - Medium,PLAT-19222,22389268,"Keylines Section: is not rendered while trying to maximize, with collpasible and minimised parameters are set to true. ",,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.10,09/Mar/2016 10:26 AM,Fixed
Defect,3 - Medium,PLAT-19205,22389210,Analytics: Label Improvements,shays,Norkom Engineering,shays,Resolved,7.2.,,,,,,,,,,,,,,,,,,,,,,6.5.2,6.6.2,6.7.2,7.1.1,7.2.,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.10,08/Mar/2016 07:19 PM,Fixed
Defect,3 - Medium,PLAT-19204,22389209,Analytics: Various Incorrect Error Messages,shays,Norkom Engineering,shays,Resolved,7.2.,,,,,,,,,,,,,,,,,,,,,,6.5.2,6.6.2,6.7.2,7.1.1,7.2.,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.10,08/Mar/2016 07:12 PM,Fixed
Defect,3 - Medium,PLAT-19203,22389208,Analytics: Add SOM logging to report progress,shays,Norkom Engineering,shays,Resolved,7.2.,,,,,,,,,,,,,,,,,,,,,,6.5.2,6.6.2,6.7.2,7.1.1,7.2.,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.10,08/Mar/2016 06:59 PM,Fixed
Defect,3 - Medium,PLAT-19202,22389207,Analytics: SOM default lattice should be 5x5,shays,Norkom Engineering,shays,Resolved,7.2.,,,,,,,,,,,,,,,,,,,,,,6.5.2,6.6.2,6.7.2,7.1.1,7.2.,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.10,08/Mar/2016 06:55 PM,Fixed
Defect,3 - Medium,PLAT-19201,22389206,Analytics: Neural Networks Summary Cleanup,shays,Norkom Engineering,shays,Resolved,7.2.,,,,,,,,,,,,,,,,,,,,,,6.5.2,6.6.2,6.7.2,7.1.1,7.2.,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.10,08/Mar/2016 06:49 PM,Fixed
Defect,3 - Medium,PLAT-19200,22389205,Analytics: Linear Regression and ART Summary inconsistent terminology,shays,Norkom Engineering,shays,New,,,,,,,,,,,,,,,,,,,,,,,6.5.2,6.6.2,6.7.2,7.1.1,7.2.,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.10,08/Mar/2016 06:42 PM,
Defect,3 - Medium,PLAT-19199,22389203,Analytics: ART Polynomial Order can only be 1,shays,Norkom Engineering,shays,In Progress,7.2.,,,,,,,,,,,,,,,,,,,,,,6.5.2,6.6.2,6.7.2,7.1.1,7.2.,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.10,08/Mar/2016 06:38 PM,
Defect,3 - Medium,PLAT-19198,22389202,Analytics: Retain Analytical Model history dialog Cancel button is useless and confusing,shays,Norkom Engineering,shays,Resolved,7.2.,,,,,,,,,,,,,,,,,,,,,,6.5.2,6.6.2,6.7.2,7.1.1,7.2.,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.10,08/Mar/2016 06:32 PM,Fixed
Defect,3 - Medium,PLAT-19197,22389199,Analytics: Neural Networks Output Type should be automatic,shays,Norkom Engineering,shays,Resolved,7.2.,,,,,,,,,,,,,,,,,,,,,,6.5.2,6.6.2,6.7.2,7.1.1,7.2.,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.10,08/Mar/2016 06:27 PM,Fixed
Defect,3 - Medium,PLAT-19195,22389151,Procedure can be changed without change application,Pnolan,Norkom Apps Engineering,KBaranowski,New,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.10,08/Mar/2016 12:46 PM,
Defect,3 - Medium,PLAT-19194,22389147,OutOfMemory exceptions,PStarobrat,Norkom Apps Engineering,PStarobrat,Resolved,7.3.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.0.8,08/Mar/2016 12:06 PM,Fixed
Defect,3 - Medium,PLAT-19193,22389140,CLONE - AML CB configuration includes peer grouping scenario CB015 but peer grouping isn't compatible with 2-sided profiling,TFortin,Norkom Services,TFortin,Rejected,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.x,08/Mar/2016 10:58 AM,User Error
Defect,3 - Medium,PLAT-19189,22389009,Acquisition starts before the application is fully initialized,MKolaczkowski,Norkom Apps Engineering,MKolaczkowski,Rejected,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,Services Manager,,,,7.2,07/Mar/2016 11:45 AM,Duplicate
Defect,3 - Medium,PLAT-19188,22388957,Chart Section - chart can be not displayed when entered first time.,Pnolan,Norkom Apps Engineering,DTurowski,New,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.10,07/Mar/2016 08:56 AM,
Defect,3 - Medium,PLAT-19187,22388930,CLONE - DatabaseUtil not returning expected columns when using an HSLDB database,Pnolan,Norkom Engineering,DBranley,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Other,,,,,demo build 14,04/Mar/2016 10:29 PM,
Defect,3 - Medium,PLAT-19184,22388859,WLM MatchScoreExtractor tool not working with v7,AManayangath,Norkom Services,UBrell,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1,04/Mar/2016 12:23 PM,
Defect,3 - Medium,PLAT-19183,22388818,Cross Site Forgery Web Attack detected error thrown for re-opened pop up.,Pnolan,Norkom Apps Engineering,DTurowski,Verified,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.10,04/Mar/2016 08:21 AM,Fixed
Defect,3 - Medium,PLAT-19182,22388723,Auditing: WLM actions that are not audited,AManayangath,NAG,LJenkins,New,,,,,,,,,,,,,,,,,,,,,,,6.7.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.1.2,03/Mar/2016 11:41 AM,
Defect,3 - Medium,PLAT-19181,22388721,Auditing: Blank Entity ID ,Pnolan,NAG,LJenkins,New,,,,,,,,,,,,,,,,,,,,,,,6.7.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.1.2,03/Mar/2016 11:37 AM,
Defect,3 - Medium,PLAT-19180,22388720,Auditing: Blank User ID,LJenkins,NAG,LJenkins,Rejected,,,,,,,,,,,,,,,,,,,,,,,6.7.1,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,6.7.1.2,03/Mar/2016 11:32 AM,Not an issue
Defect,3 - Medium,PLAT-19178,22388698,Collapse button can be not displayed after PLAT-18176 modifications.,DTurowski,Norkom Apps Engineering,DTurowski,Resolved,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.10,03/Mar/2016 09:24 AM,Fixed
Defect,3 - Medium,PLAT-19176,22388674,max.records properties should not be read directly from base_config.properties,RNathan,Norkom Services,RNathan,Rejected,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Build Process,Watchlist Manager,,,,6.7.2.12,03/Mar/2016 03:09 AM,Cannot Reproduce
Defect,1 - Critical,PLAT-19175,22388663,Age Date values are being set during WC import that aren't set by the input data.,RNathan,ANZ,RNathan,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.2.2.12,02/Mar/2016 11:34 PM,Fixed
Defect,2 - High,PLAT-19173,22388614,Request to provide a workflow function which would pull data from the Queue,kslawinski,HSBC,kslawinski,Resolved,7.1.,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.1.1.8,02/Mar/2016 03:04 PM,Fixed
Defect,4 - Low,PLAT-19172,22388608,"CLONE - Sorting in standard WLM screen (Single Lookup, Back Office Lookup Result) not working",AManayangath,Norkom Services,ADuggan,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,Watchlist Manager,,,,7.2.0.9,02/Mar/2016 02:37 PM,
Defect,3 - Medium,PLAT-19167,22388597,DB scripts : Upgrade dbscripts in 7.2.0.9.lst shows error.,vsachin,Norkom QA,vsachin,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Database,,,,,7.2.0.9,02/Mar/2016 01:18 PM,Fixed
Defect,3 - Medium,PLAT-19171,22388593,NROD - Line chart with small data will be distorted by default Epoch date,HSong,Norkom QA,HSong,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,all,02/Mar/2016 12:17 PM,Environmental Issue
Defect,3 - Medium,PLAT-19165,22388570,Collapse button doesn't work for sections where this feature is defined.,DTurowski,Norkom Apps Engineering,DTurowski,Rejected,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.10,02/Mar/2016 10:56 AM,Not an issue
Defect,2 - High,PLAT-19164,22388568,Section State Remediation : 'initialStateHidden' parameter appears along with new 'initialState' parameter on certain sections.,,Norkom QA,vsachin,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.9,02/Mar/2016 10:53 AM,Fixed
Defect,2 - High,PLAT-19163,22388566,Simulator job logs error,KBaranowski,Norkom Apps Engineering,KBaranowski,Resolved,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.10,02/Mar/2016 10:39 AM,Fixed
Defect,4 - Low,PLAT-19162,22388536,Application Screens-screennamehyperinks are not displayed correctly towards righmost corner,Pnolan,Norkom QA,RJohn,New,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.10,02/Mar/2016 09:17 AM,
Defect,2 - High,PLAT-19161,22388531,Problem with cell colours and number of rows on interactive list,MDonder,Norkom QA,MDonder,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2,02/Mar/2016 09:10 AM,Fixed
Defect,3 - Medium,PLAT-19160,22388515,Procedure Cache : 'XML/JSON Transformer' link does not generate the data for newly created Procedure.,Pnolan,Norkom QA,vsachin,Verified,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.9,02/Mar/2016 12:11 AM,Fixed
Defect,3 - Medium,PLAT-19159,22388484,CLONE - IQR: Summary improperly formatted,nicholasdeis,Norkom Engineering,nicholasdeis,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,7.2.,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2,01/Mar/2016 05:26 PM,
Defect,3 - Medium,PLAT-19157,22388391,Empty FTS search fails with nullpointer,,RBI,BPrincen,Closed,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,7.2.0.9,29/Feb/2016 05:34 PM,Configuration Issue
Defect,2 - High,PLAT-19156,22388347,EIM-AZURE : Workflow action to create dossier using REST throws exception -java.lang.NoSuchMethodError: org/codehaus/jackson/JsonNode.asText()Ljava/lang/String,,Norkom QA,vsachin,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,NR Visualizer,,,,,7.2.0.8,29/Feb/2016 11:02 AM,Environmental Issue
Defect,1 - Critical,PLAT-19155,22388337,CLONE - Batch processing is hanging,RHome,Rabobank,RHome,Resolved,7.3.1,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.17,29/Feb/2016 10:02 AM,Fixed
Defect,2 - High,PLAT-19153,22388095,Update a user failed when a session is automatically killed when found inactive,,Norkom Apps Engineering,PStarobrat,Closed,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2.0.8,25/Feb/2016 04:29 PM,Done
Defect,2 - High,PLAT-19152,22388084,KeyLines: Add support for Glyphs,,Norkom Engineering,ARedmond,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.9,25/Feb/2016 03:33 PM,Fixed
Defect,3 - Medium,PLAT-19151,22388071,charts.js -formattedJsonData - QC 733 - CSEM - Reviewer case queues are blank,Pnolan,HSBC,carldaly,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.1.0.6,25/Feb/2016 01:05 PM,
Defect,3 - Medium,PLAT-19150,22388062,wf function Report Generator throws null pointer exception,LKonieczka,Norkom Apps Engineering,LKonieczka,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.8,25/Feb/2016 11:40 AM,Duplicate
Defect,2 - High,PLAT-19149,22388042,"SM: DHC with 2 sided profiling - Invalid input message, <Type> element is missing.",,Norkom QA,PSimharaju,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.9,25/Feb/2016 10:06 AM,Fixed
