Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Custom field (Source),Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,3 - Medium,PLAT-22034,22442214,Shared List Management doesn't access domains other than Top Level,TFortin,Norkom Services,TFortin,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.9,07/Dec/2017 12:14 PM,Done
Defect,2 - High,PLAT-22032,22442187,Screen Navigations>Screen refresh on next screen throws CFG-10011,,Norkom QA,RJohn,Closed,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Administration,Application Builder,,,,"7.5.0.0,7.5.0.0-a15",07/Dec/2017 10:10 AM,Fixed
Defect,2 - High,PLAT-22031,22442133,CLONE -Clicking on the homepage menu item throws error for ALL users,KKrishnan,Norkom Apps Engineering,KKrishnan,Rejected,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,Version Details - APPS_4.7.0.0-a355,06/Dec/2017 04:39 PM,Duplicate
Defect,2 - High,PLAT-22030,22442086,ExecuteReportServlet throws NPE,vsachin,Norkom Apps Engineering,JPerek,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0,06/Dec/2017 12:14 PM,Fixed
Defect,3 - Medium,PLAT-22029,22442084,InteractiveList-Users shouldn't be allowed to filter on columns that have 'Permissions Denied' for field values.,Pnolan,Norkom QA,RJohn,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,"7.5.0.0-a15,7.5.0.0",06/Dec/2017 11:33 AM,
Defect,3 - Medium,PLAT-22017,22442018,Not all servlets protected by SecurityFilter,Pnolan,Norkom Architecture,ASharma,New,7.6,,,,,,,,,,,,,,,,,,,,,,6.1.2,6.5.2,6.6.2,6.7.2,7.0.1,7.1.1,7.2.1,7.3.1,7.4,7.5,,,,,,,,,,,,,Services Manager,,,,,7.5.0.1,05/Dec/2017 03:45 PM,
Defect,3 - Medium,PLAT-22013,22442007,Restarting an application server clears-down all user sessions on all servers in a clustered deployment.,Pnolan,HSBC,NBresnan,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2.0.14,05/Dec/2017 01:53 PM,
Defect,3 - Medium,PLAT-22003,22441957,Administration>Authentication>Groups>Admin Group should be a checkbox field,RJohn,Norkom QA,RJohn,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.5.0.0-a15,05/Dec/2017 08:00 AM,Fixed
Defect,2 - High,PLAT-22001,22441829,CLONE - Page running slow in IE due to javascript function,Pnolan,Norkom QA,RHome,New,,,,,,,,,,,,,,,,,,,,,,,6.7.0,6.7.2,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,6.7.2.17,01/Dec/2017 12:02 PM,
Defect,4 - Low,PLAT-22000,22441798,Interactive list(IE11) Scroller inactive for sometime after Tabing ,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a15,30/Nov/2017 08:35 PM,
Defect,4 - Low,PLAT-21999,22441797,Interactive List with scroller (IE11)-Buttons remain inactive for a while  after Tabing back to section. ,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a15,30/Nov/2017 07:59 PM,
Defect,4 - Low,PLAT-21998,22441792,Multiple SLF4J bindings in NR package,Pnolan,HSBC,IKCooper,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,7.2.0.14,30/Nov/2017 06:03 PM,
Defect,3 - Medium,PLAT-21995,22441752,(JBoss) FinishDayJob is not finished properly.,TMurphy,Norkom Apps Engineering,DTurowski,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.5.0.0-a14,30/Nov/2017 10:48 AM,
Defect,3 - Medium,PLAT-21994,22441714,"checkuserpermission-navigation condition: ""false""=""[=reserved.function.call.CheckUserPermission] return an 'Active' link",Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a14,29/Nov/2017 08:09 PM,
Defect,3 - Medium,PLAT-21993,22441710,User gets logged out automatically in certain screens,,Norkom Services,kslawinski,Closed,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.11,29/Nov/2017 05:05 PM,Done
Defect,3 - Medium,PLAT-21992,22441665,Only one Batch Event should be generated for every server by Batch Event Trigger,PStarobrat,Norkom Apps Engineering,PStarobrat,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,Workflow Configurator,,,,7.5.0.0-a13,29/Nov/2017 01:38 PM,Fixed
Defect,3 - Medium,PLAT-21989,22441537,External Connectors - issues to import/export such configuration.,DTurowski,Norkom Apps Engineering,DTurowski,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a14,28/Nov/2017 03:39 PM,Fixed
Defect,3 - Medium,PLAT-21988,22441534,NPE when permission field is left blank for menu items,Pnolan,Norkom Apps Engineering,JVanAms,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Other,,,,,a13,28/Nov/2017 03:11 PM,
Defect,3 - Medium,PLAT-21987,22441527,REST JSON Query - automatic authentication through sso is not working between EIM and Document Store.,DTurowski,Norkom Apps Engineering,DTurowski,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a14,28/Nov/2017 02:02 PM,Fixed
Defect,3 - Medium,PLAT-21986,22441523,NGV menu item configuration is wrong,ATomaszewska,Norkom Apps Engineering,ATomaszewska,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,NR Visualizer,,,,,7.5-a13,28/Nov/2017 01:16 PM,Fixed
Defect,3 - Medium,PLAT-21984,22441480,csrftkn is observed in base_AuditLogSearch results,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.5.0.0-a13,28/Nov/2017 09:59 AM,
Defect,3 - Medium,PLAT-21980,22441375,EIM : Integrate with NR Search (7.5.0.0-SE) for 7.5 Release,JFolgado,Norkom Engineering,JFolgado,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,7.5.0.0-a13,27/Nov/2017 11:29 AM,Fixed
Defect,3 - Medium,PLAT-21979,22441372,FTS Search-Reindex after making an 'Entity' as Inactive is returning results.,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a13,27/Nov/2017 11:19 AM,
Defect,2 - High,PLAT-21978,22441311,Generate Batch Event Trigger Action should not add quotes to parameter values,,Norkom Apps Engineering,MMalkowski,Closed,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.5.0.0-a13,25/Nov/2017 02:31 PM,Not an issue
Defect,3 - Medium,PLAT-21977,22441137,Generate Batch Event Trigger Action inserts multiple events during one call ,MMalkowski,Norkom Apps Engineering,MMalkowski,Rejected,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.5.0.0-a13,24/Nov/2017 02:49 PM,Duplicate
Defect,2 - High,PLAT-21975,22441122,(WAS) Build having in scope servicesmanager.webservice module doesn't contain norkom_acq_ws_router.war,DTurowski,Norkom Apps Engineering,DTurowski,Rejected,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Build Process,,,,,7.5.0.0-a13,24/Nov/2017 11:11 AM,User Error
Defect,4 - Low,PLAT-21974,22441074,"FTS | More Details-Popup window is displayed away from the callout arrow while paginating on a list.",Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,8.0,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a13,23/Nov/2017 02:03 PM,
Defect,3 - Medium,PLAT-21973,22441002,Domain hierarchy tree is incorrectly implemented for Queues. ,Pnolan,Norkom QA,kslawinski,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.4.0.11,22/Nov/2017 11:41 AM,
Defect,3 - Medium,PLAT-21971,22440903,CLONE - ANZ Sanctions - [ALM#196]-Linked alerted having concurrency issue while hitting 'Release' button at the same time,AManayangath,Norkom Services,SGanesan,New,,,,,,,,,,,,,,,,,,,,,,,6.7.0,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.0.14,21/Nov/2017 03:04 AM,
Defect,3 - Medium,PLAT-21970,22440867,Document indexing is failing with the new NR Search (7.5.0.0-SE-a38),DTurowski,Norkom Apps Engineering,DTurowski,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,7.5.0.0-a11,20/Nov/2017 02:23 PM,Fixed
Defect,3 - Medium,PLAT-21968,22440833,Issue with initialization of the external connector parameters for REST query action,BNiemienionek,Norkom Engineering,BNiemienionek,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,7.5,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.5.0.0-a11,20/Nov/2017 09:19 AM,Fixed
Defect,4 - Low,PLAT-21967,22440787,CLONE - Invalid error message displayed when user enters < 8 characters for password.,VSavkoor,Norkom QA,VSavkoor,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,GI 2.01,17/Nov/2017 10:16 PM,Duplicate
Defect,4 - Low,PLAT-21966,22440786,"CLONE - Report Builder Case Days to Complete, Closed Date Summary View",DRichmond,Norkom QA,JKonupek,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Database,,,,,GI 2.01,17/Nov/2017 10:13 PM,
Defect,4 - Low,PLAT-21965,22440651,CLONE - Graph Gauge Issue,Pnolan,Norkom QA,JKonupek,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,GI 2.01,16/Nov/2017 10:05 PM,
Defect,3 - Medium,PLAT-21964,22440626,Interactive List - Error in debug console while tabbing between section with saveState=false and useInfiniteScroll=true,Pnolan,Norkom QA,RJohn,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a11,16/Nov/2017 03:24 PM,
Defect,3 - Medium,PLAT-21963,22440614,CLONE - Command and Control report's export functionality exports any date field as mm/dd/yyyy instead of dd/mm/yyyy,Pnolan,Norkom QA,pmau,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.2.1.45,16/Nov/2017 02:45 PM,
Defect,2 - High,PLAT-21960,22440554,'Permission Denied' does not work with Interactive list field,,Norkom Services,YGossert,Closed,7.6,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.5,15/Nov/2017 08:54 PM,Fixed
Defect,3 - Medium,PLAT-21948,22440397,crossfilter-Layout issues(Txn Amount) not displayed as expected  on chrome,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a11,14/Nov/2017 01:54 PM,
Defect,4 - Low,PLAT-21933,22440240,CLONE - Users Facing Issue on Active Alert Screen - NetReveal,Pnolan,Norkom Services,RSatoor,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,7.4,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1.6,13/Nov/2017 06:03 AM,
Defect,3 - Medium,PLAT-21928,22440159,Permission error importing application configuration,,Norkom Services,bgovindula,Closed,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.3.1,10/Nov/2017 09:33 PM,Environmental Issue
Defect,2 - High,PLAT-21926,22440127,Some job types can reveal who our clients are (see HSBCReportJob),kslawinski,Norkom QA,kslawinski,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.11,10/Nov/2017 01:39 PM,Not an issue
Defect,3 - Medium,PLAT-21922,22440103,Snapshots are not  generated-Error in console,,Norkom QA,RJohn,Closed,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,"7.5.0.0-a9,7.5.0.0-a10",10/Nov/2017 09:21 AM,Fixed
Defect,2 - High,PLAT-21932,22440097,CLONE - PROD: User unable to login. Error concurrent sessions maxed although user previously has logged out properly.,Pnolan,Norkom QA,vkovuru,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2.1.49,10/Nov/2017 08:48 AM,
Defect,4 - Low,PLAT-21919,22440031,Application export-Webpage warning error ,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a10,09/Nov/2017 12:13 PM,
Defect,3 - Medium,PLAT-21918,22440024,"CLONE - Time-sliding on ""Detections per day"" does not give the expected result on the pie charts, graph and detections list",smielcarek,Norkom Engineering,MCashman,Assigned,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5,09/Nov/2017 11:47 AM,
Defect,3 - Medium,PLAT-21914,22439760,Entities are unlocked in the middle of a workflow,Pnolan,Norkom QA,JGutierrezRuiz,New,,,,,,,,,,,,,,,,,,,,,,,6.5.2,7.1.,7.2.,,,,,,,,,,,,,,,,,,,,Other,,,,,7.2.1.23 ,08/Nov/2017 03:13 PM,
Defect,3 - Medium,PLAT-21913,22439732,"DB-7.5.0.0-a8.lst -ORA-00904: ""SFP_LAST_UPDATED_TIME_STR"": invalid identifier",AShaw,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Database,,,,,7.5.0.0-a9,08/Nov/2017 02:18 PM,
Defect,3 - Medium,PLAT-21911,22439688,Swift parsing helper looks for only the starting colon of a tag name but not the ending one,AManayangath,Norkom Support,pshyamprasad,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.8,08/Nov/2017 09:48 AM,
Defect,2 - High,PLAT-21898,22439541,CLONE - CDD_CustomerUpdateRisk - Error if Customer has entries in CDD_CUSTOMER_SCORE for multiple OrgUnits,EBaggott,Norkom QA,HGough,New,,,,,,,,,,,,,,,,,,,,,,,7.3.1,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.3.1.6 Core Build Date 2017-06-16,07/Nov/2017 09:38 AM,
Defect,3 - Medium,PLAT-21896,22439501,Interactive List-View -[View Name]  styling not matches with previous versions,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a9,06/Nov/2017 03:44 PM,
Defect,3 - Medium,PLAT-21895,22439483,csrftkn is displayed along with homepage url while redirecting from a Login Notice,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.5.0.0-a9,06/Nov/2017 01:47 PM,
Defect,2 - High,PLAT-21888,22439173,CLONE - Interactive List Pagination: New pages are added after last page,CFinnegan,Norkom QA,peterjoos,New,7.2.,7.3,7.4,,,,,,,,,,,,,,,,,,,,7.2.,7.3,7.4,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.15,01/Nov/2017 10:45 AM,
Defect,2 - High,PLAT-21886,22439142,Clone-RT - Timeout for screening of customer,AManayangath,ADIA,MJoyce,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.53,01/Nov/2017 06:38 AM,
Defect,3 - Medium,PLAT-21885,22439128,TriggerSequenceJob should call sequence synchronously when MessageHandlerDirect is used.,EBaggott,Norkom Apps Engineering,MKolaczkowski,New,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,7.4,31/Oct/2017 05:36 PM,
Defect,3 - Medium,PLAT-21883,22439120,The field defined as Workflow Request Formatter is not disabled for locked records on Interactive List section.,Pnolan,Norkom Apps Engineering,DTurowski,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a7,31/Oct/2017 03:15 PM,
Defect,3 - Medium,PLAT-21882,22439107,Buttons not reachable through tabbing,Pnolan,Norkom Engineering,scullen,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a7,31/Oct/2017 12:35 PM,
Defect,3 - Medium,PLAT-21881,22439096,IL search doesn't filter by combo-box header filter,GRusso,Norkom QA,GRusso,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a2,31/Oct/2017 11:36 AM,Duplicate
Defect,3 - Medium,PLAT-21877,22438912,Upgrade of XML libraries and Parser and specs of XML Transformation,JFolgado,Norkom Engineering,JFolgado,Assigned,7.6,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.5.0.0-a7,27/Oct/2017 12:50 PM,
Defect,3 - Medium,PLAT-21876,22438849,"CLONE - [BAE370] Paging results error: When previous paging button is selected, all higher pages disappear. ",BYang,Norkom Engineering,jacquelynperrotti,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.26,26/Oct/2017 08:52 PM,
Defect,3 - Medium,PLAT-21873,22438804,SAML-Build Installation-Application config imports- CFG-20023 Error for Watchlist manager.xml ,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a7,26/Oct/2017 02:09 PM,
Defect,3 - Medium,PLAT-21872,22438796,Locking implementation is generating many blocked threads.,JFolgado,Norkom Engineering,JFolgado,Resolved,7.6,,,,,,,,,,,,,,,,,,,,,,7.2.,7.3,7.4,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.0,26/Oct/2017 01:18 PM,Fixed
Defect,3 - Medium,PLAT-21871,22438777,Error displayed when editing screen from 'Edit Section' screen,Pnolan,Norkom Apps Engineering,KStramowski,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a7,26/Oct/2017 11:12 AM,
Defect,4 - Low,PLAT-21870,22438707,Importing Delta Configuration in SM stays in Read Only from previous configuration,EBaggott,Norkom Services,TFortin,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,4.6.0,25/Oct/2017 04:52 PM,
Defect,3 - Medium,PLAT-21867,22438570,Associated Party keylines - Error message occurred when clicked on child case node and then clicked on Entities/Subjects buttons in Assemble and View Case Information section,RJackowiak,Norkom Apps Engineering,RJackowiak,Rejected,7.5,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.0-a6,24/Oct/2017 02:43 PM,Not an issue
Defect,3 - Medium,PLAT-21861,22438544,Ant build process doesn't explicity compiles JUnit with the same java version,Pnolan,Norkom Engineering,JFolgado,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.4.0.10,24/Oct/2017 12:05 PM,
Defect,2 - High,PLAT-21849,22438461,Add Validation to Prohibit Null Values Entering Shared Lists Where No Key Column is Defined,,Fifth Third,KYalamarthi,Closed,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,6.7.2.18,23/Oct/2017 10:42 PM,Not an issue
Defect,3 - Medium,PLAT-21828,22438405,CDD - Editing Risk Level changes EDD flag to N,EBaggott,Norkom Apps Engineering,TKukushkina,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.5.0.0-a6 ,23/Oct/2017 03:56 PM,
Defect,1 - Critical,PLAT-21826,22438380,Fingerprinting differs between EIM and SMBD,,Norkom Apps Engineering,JVanAms,Closed,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,a6,23/Oct/2017 01:06 PM,Duplicate
Defect,3 - Medium,PLAT-21813,22438260,Login taking 4-5 seconds randomly,Pnolan,Norkom Engineering,JFolgado,New,7.4,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.4.0.11,20/Oct/2017 03:39 PM,
Defect,3 - Medium,PLAT-21809,22438169,"SM-DataBase Mesages-Nulls are not replaced with an empty string( "" "")",Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.5.0.0-a5,20/Oct/2017 10:33 AM,
Defect,3 - Medium,PLAT-21806,22438066,NPE is thrown when calling RESTJSON Query Action without External Connector being declared in the data action config screen.,rafal.pienkowski,Norkom QA,kslawinski,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.4.0.11,19/Oct/2017 12:47 PM,
Defect,3 - Medium,PLAT-21802,22437905,Services Manager-RealTimeMessages are not send/processed as expected after a failed message,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.5.0.0-a5,18/Oct/2017 02:05 PM,
Defect,3 - Medium,PLAT-21800,22437837,SM-opsmon-queuenames with special characters cannot be plotted on monitoring pane,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.5.0.0-a1,18/Oct/2017 09:31 AM,
Defect,3 - Medium,PLAT-21799,22437830,Rule Definitions - Relative Date/Time Comparison does not work,CBandara,Norkom Apps Engineering,JVanAms,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.3,7.4,7.6,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,APPS automations,18/Oct/2017 09:14 AM,
Defect,3 - Medium,PLAT-21798,22437823,Not consistent definition of CDD Risk Levels,SSzarkowicz,Norkom Services,SSzarkowicz,Resolved,8.4,8.4.1,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.2,18/Oct/2017 07:44 AM,Fixed
Defect,3 - Medium,PLAT-21797,22437798,Dynamic Combo Filter not clearing,cjcargo,Norkom QA,cjcargo,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,UT2.0,17/Oct/2017 05:01 PM,Duplicate
Defect,3 - Medium,PLAT-21795,22437777,JMSCorrelationID is not passed from the request msg to reply msg,,Norkom QA,MMizgajski,Closed,,,,,,,,,,,,,,,,,,,,,,,6.1.2,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,6.1.2,17/Oct/2017 02:28 PM,Not an issue
Defect,3 - Medium,PLAT-21794,22437774,Duplicated bean PlatformTransactionManager - error in logs,PStarobrat,Norkom Apps Engineering,PStarobrat,Resolved,7.5,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.5.0.0-a6,17/Oct/2017 02:06 PM,Fixed
Defect,3 - Medium,PLAT-21793,22437773,CDD Detection - Risk Level Transitions,MManimekalaiSamika,Norkom Services,JRajek,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.4.0.13,17/Oct/2017 01:59 PM,
Defect,3 - Medium,PLAT-21791,22437685,No option in code to create second level subquery,AManayangath,Norkom Support,pshyamprasad,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,7.2.,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.6,17/Oct/2017 08:43 AM,
Defect,3 - Medium,PLAT-21790,22437684,Missing information in Scenario Manager UI Guide 7.4,,Norkom QA,IGnusowska,Closed,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,N/A,17/Oct/2017 08:37 AM,Not a bug
Defect,3 - Medium,PLAT-21786,22437599,System error occured when trying to edit Risk Level,TMurphy,Norkom QA,IGnusowska,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,7.4.0.13,16/Oct/2017 11:47 AM,
Defect,3 - Medium,PLAT-21784,22437531,Services Manager(MQ9) -Last message send is processed and update available after an application restart,Pnolan,Norkom QA,RJohn,New,7.5,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.5.0.0-a1,13/Oct/2017 02:11 PM,
Defect,3 - Medium,PLAT-21774,22437361,CLONE - EIM-Export to Excel  - the currency symbol for Currency Field Formatter is not displayed in the excel,Pnolan,Santander,DCooper,Assigned,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,6.1.0.10,11/Oct/2017 04:58 PM,
